Comment,Location 1,Location 2,Location 3,sentiment_label,sentiment_confidence,sentiment_score,sentiment_source,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_probabilities_json
এবারে এই মন্ত্রনালয় হবে হজবরল,Barisal,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""কমেন্ট পড়ার অভ্যাস টা ছাড়তে পারলাম না, এমন ভাবে কমেন্ট পড়ছি যেন কমেন্ট পরীক্ষায় আসবে""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
৭১ সালের সেক্টর কমান্ডার ছিল মনে হয়।,Chittagong,Lakshmipur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এটা হওয়ার কথা ছিল ভাগ্য ভাল হলে সে তার নাম মুক্তিযুদ্ধের কোনো এক সেক্টরে লিখে নিবে,Chittagong,,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
ঠ্যালার জোর আছে মানতে হবে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
নগর ড্যান্ডি এইবার স্বাধীনতার বারোটা বাজাবে,Dhaka,Rangpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
যোগ্যতা কোন বিষয় নয় দলের ভিতরে সব মন্ত্রী রাখতে হবে,Chandpur,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
অভিনন্দন,Dhaka,,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
চেতনা,Dhaka,Chittagong,Lakshmipur,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
লেদা পোলারে দিছে কি এটা,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
অনুষ্ঠানে ধাক্কাধাক্কি নিয়ন্ত্রণ বিষয়ক মন্ত্রী দিলে নিজেই কিছুটা সংশোধন হতো আর কি।,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ALHAMDULILLAH BLESS YOU DEAR UNCLE,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এখানে ফজলুর হলকে দিলে ভালো হত,Dhaka,,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
মুক্তি যুদ্ধ ভাতা পাবে বহু দলীয় মুক্তি যুদ্ধা।,Dhaka,Chittagong,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
২৪ বছরের ছেলেরা এবার ভাতা নিবে,Dhaka,Dinajpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
মাননীয় মন্ত্রী মহোদয় লীগ সরকারের আমলে দেওয়া ভুয়া মুক্তি যোদ্ধাদের সনদ বাতিল করবেন কি?,Comilla,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এটা কোন কথা অনেকের পদ গুলো তাদের ক্যারেক্টার এর সাথে যায় না যেমন সালকুম একজন আর একজন ইনি কোনো কথা এটা,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইনকাম শুরু,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
বয়স কি হয়ছে তার মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী দিসে??,Dhaka,Mymensingh,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এখন সে বলবে যুদ্ধের ঘোষণা আমি দিছিলাম …,Dhaka,Gazipur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ফজু কই,সুনামগঞ্জ,Dhaka,Sunamganj,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
সবাই দেকে জান,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
জয় বাংলা,মানিকগঞ্জ,Dhaka,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
পাদ হাগু বিষয়ক মন্ত্রনালয় দিলে ভালো হতো,Dhaka,,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
ফি আমানিল্লাহ্,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Asif mahmud er khobor ase,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ওকে নিজে নিজেই ঘোষণা দিয়ে দিল। না এই অভ্যস্ত তারা আছে।,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""“ফলো মানে নতুন সম্পর্কের শুরু, আর কমেন্ট মানে সেই সম্পর্ককে সুন্দরভাবে ধরে রাখা।…""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হাসুন প্রাণ খুলে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এতে মুক্তি যোদ্ধার কী বুঝে!!,Dhaka,Comilla,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Bangladesh is planning to go back 50 yrs..,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইশরাক ভাইকে এই মুহুর্তে শিশু বিষয়ক মন্ত্রনালয়ের দায়িত্ব দিলে ভালো হত।,Dhaka,Faridpur,Rajbari,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
গেরাও বিষয়ক প্রতিমন্ত্রী হলে ঠিক আছে,Comilla,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
তালা বাবা।,Brahmanbaria,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এর বয়স কতো জানি,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""কাম সারছে মন্ত্রণালয় আর মন্ত্রণালয় থাকবে না, হবে হজবরল""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
খতম টা টা বাই বাই,Dhaka,Bagerhat,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
যেখানে মুক্তি যুদ্ধের ক টাও বুঝে না,Panchagarh,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এবার কি আরো মুক্তিযোদ্ধা বাড়বে?,Rangpur,Dinajpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ঠেলাঠেলি বিষয়ক মন্ত্রী,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
শিশু মুক্তিযুদ্ধা,সিলেট,Dhaka,Sylhet,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""Vai, hasar ki hoylo bujlam na , badar ki rop nai , na Gon nai.bujlam na""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হে মুক্তিযুদ্ধের কিতা বুঝে,সিলেট,Sylhet,Sunamganj,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ওর বয়স কত,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""নিজের চ্যানেল বলে কথা, সব কিছু অ্যাডভান্স লেখে দেওয়া যায়,""",Dhaka,Chandpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হাসি পায়,শরীয়তপুর,Dhaka,Shariatpur,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এতো হাহাহা রিয়েক্ট কেন..?,Dhaka,Jamalpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Faaaahhhh,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
crickete thaka ta bhalo,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
what the heeellllll,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
পৌতৃক কোটা,Feni,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ডাইপার,সিলেট,Sylhet,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ইশরাক জন্মের আগে কি কখনো মুক্তিযুদ্ধ দেখছে?,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এই কি মন্ত্রনালয় চালাতে পারবে?,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ok,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম হেতে মুক্তিযুদ্ধ বিষয়ক পুরস্কার পাইবো,Comilla,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
মেতর,Dhaka,Chittagong,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হালা,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
উনি না মেথর স্যারি মেথর হবে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এবার কাকে ঘেরাও দিবে?,Dhaka,Rajshahi,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
যাইহোক এই মন্ত্রণালয়ের কেও ঘেরাও দিতো না তিনি,Rajshahi,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
অযোগ্য লোকজন কে এই সব কাজ দিচ্ছে কেনো,Chittagong,Lakshmipur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হাদা মোখ মাফি,Sylhet,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
তার জন্ম ১৮০০ সালে সেজন্য সে মুক্তিযুদ্ধ বিষয়ক মন্ত্রী,Lalmonirhat,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Joker of the ministry,Dhaka,Pabna,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এইবার অরজিনাল মুক্তিযুদ্ধা দের খবর আছে,ঢাকা,Dhaka,Munshiganj,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
মুক্তিযুদ্ধের ***,Dhaka,Sirajganj,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
হো*-/গা মারছে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এইসব রাজাকারকে কী সব দায়িত্ব দেওয়া হইছে মুক্তিযুদ্ধ কী সে কী তা বোঝে,রাজশাহী,Rajshahi,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কাদেরের হোগামারা সারা,Dhaka,Bagerhat,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ঠেলা ঠেলি যুদ্দা,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
সার্কাস,Habiganj,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""কুছ ভি,,,,""",Feni,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
তখন তো ওর জন্মই হয়নি ও মুক্তি যুদ্ধের কি বুঝবে ? আর মুক্তি যুদ্ধ বিষয়ক মন্ত্রণালয়ের কি দরকার বুঝি না ?,Dhaka,Meherpur,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
me,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এবার মুক্তি যোদ্ধার সংখ্যা বাড়বে,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
দেশের হোগা মারা শেষ,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কেন ওর ঘেরাও বিষয়ক মন্ত্রিত্ব কই???,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
তিনশো কোটি লোডিং,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
চেতনা,Dhaka,Munshiganj,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
জনতার মেথর এখন চেতনা বেঁচে খাবে।,Khulna,Jessore,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এই লোক মুক্তিযুদ্ধের চেতনা ভালো বিক্রি করতে পারে তাই উনাকে মুক্তিযুদ্ধ বিষয়ক প্রতিরক্ষা মন্ত্রী করা হয়েছে।,Narayanganj,Comilla,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
বেশি মানুষ হা হা দেয় কেন !! বুঝিনা ব্যাপারটা,Chittagong,,,sarcastic_negative,0.65,-0.74,heuristic,0.16,0.12,0.07,0.65,"{""negative"": 0.16, ""neutral"": 0.12, ""positive"": 0.07, ""sarcastic_negative"": 0.65}"
Best wishes,Dhaka,Chittagong,Noakhali,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এখন থেকে ঘেরাও কর্মসূচি মিস করব,Dhaka,Kushtia,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
বাচ্চা পোলা মুক্তিযুদ্ধের কী বোঝে!!,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Chudse* re,Sylhet,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
শুভ কামনা রইল,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
অভিনন্দন,Bagerhat,,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
হেতে কি মুক্তিযুদ্ধ করছিল নাকি,Chittagong,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
oi babi,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
কানা হায়দার,Barisal,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ঘেরাউ মন্ত্রী করলে সব থেকে ভালো হইতো,Dhaka,Barisal,,positive,0.58,0.39099999999999996,heuristic,0.10500000000000001,0.23100000000000004,0.58,0.08400000000000002,"{""negative"": 0.10500000000000001, ""neutral"": 0.23100000000000004, ""positive"": 0.58, ""sarcastic_negative"": 0.08400000000000002}"
Md Sarour Hossain Mahi Md. Forhad Hossain,Rajshahi,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
দুই পর দেখবে জাতি মুক্তিযোদ্ধার লিস্টে হেতার নাম,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
এলকোহল বিষয়ক,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
বাপের নাম কি করে ডুবাতে হয় তা ইশরাক থেকে শিখে নেন সবাই।,Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
Hahaha,Dhaka,Khulna,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""আবার দেশে যুদ্ধ হোক,,আমাদের মুক্তিযুদ্ধা হতে হবে""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
বিপ বিপ,Dhaka,Sirajganj,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
"""এখন থেকে জামাতের নতুন নতুন রাজকারদের নাম শুনতে পাবে জাতি,,১৯৯৬ সালে যারা জন্ম হয়ছে,২০১৬ সালে যারা হয়ছে তাদের নাম ও চলে আসতে প…""",Dhaka,,,neutral,0.74,-0.09999999999999999,heuristic,0.12,0.74,0.08,0.06,"{""negative"": 0.12, ""neutral"": 0.74, ""positive"": 0.08, ""sarcastic_negative"": 0.06}"
ঠেলাঠেলি মন্ত্রীত্ব পেলে খারাপ হতোনা,Dhaka,Faridpur,,negative,0.6,-0.54,heuristic,0.6,0.30000000000000004,0.08000000000000002,0.020000000000000004,"{""negative"": 0.6, ""neutral"": 0.30000000000000004, ""positive"": 0.08000000000000002, ""sarcastic_negative"": 0.020000000000000004}"
